Label,Text
Rinite Alérgica (recorrente),"Inclui dor torácica, palpitações, síncope, tontura, falta de ar ao esforço."
Rinite Alérgica (complicada),"Caracteriza-se por tontura, falta de ar ao esforço, edema de membros inferiores."
Rinite Alérgica (associada a infecção bacteriana),"Manifesta-se com síncope, dor torácica, edema de membros inferiores, palpitações, falta de ar ao esforço, tontura."
Rinite Alérgica (associada a infecção viral),"Acometido por dor torácica, falta de ar ao esforço, tontura, palpitações, síncope."
Rinite Alérgica (pós-operatória),"Acometido por falta de ar ao esforço, tontura, palpitações."
Rinite Alérgica (idiopática),"Acometido por dor torácica, síncope, tontura, palpitações, edema de membros inferiores, falta de ar ao esforço."
Rinite Alérgica (grave),"Caracteriza-se por palpitações, edema de membros inferiores, dor torácica, tontura, síncope, falta de ar ao esforço."
Rinite Alérgica (leve),"Inclui tontura, edema de membros inferiores, síncope, falta de ar ao esforço, dor torácica, palpitações."
Rinite Alérgica (moderada),"Manifesta-se com tontura, dor torácica, palpitações, edema de membros inferiores, falta de ar ao esforço."
Rinite Alérgica (focal),"Manifesta-se com tontura, edema de membros inferiores, síncope."
Rinite Alérgica (sistêmica),"Inclui edema de membros inferiores, tontura, dor torácica, palpitações."
Rinite Alérgica (exacerbada),"Acometido por tontura, falta de ar ao esforço, palpitações, edema de membros inferiores, dor torácica."
Rinite Alérgica (controlada),"Sinais e sintomas: palpitações, síncope, tontura, falta de ar ao esforço, dor torácica, edema de membros inferiores."
Rinite Alérgica (mal controlada),"Inclui palpitações, tontura, falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope."
Rinite Alérgica (associada a imunossupressão),"Acometido por tontura, edema de membros inferiores, síncope, falta de ar ao esforço."
Rinite Alérgica (associada a gestação),"Inclui palpitações, dor torácica, tontura, falta de ar ao esforço."
Rinite Alérgica (sem complicações),"Sinais e sintomas: edema de membros inferiores, falta de ar ao esforço, síncope, tontura, palpitações."
Rinite Alérgica (com complicações),"Acometido por síncope, falta de ar ao esforço, dor torácica, palpitações, tontura, edema de membros inferiores."
Otite Média (aguda),"Caracteriza-se por respiração rápida, sibilos, expectoração, dor torácica."
Otite Média (crônica),"Sinais e sintomas: sibilos, falta de ar, dor torácica, tosse."
Otite Média (recorrente),"Acometido por expectoração, tosse, chiado no peito, febre, falta de ar, respiração rápida."
Otite Média (complicada),"Acometido por respiração rápida, tosse, chiado no peito, febre, expectoração, falta de ar."
Otite Média (associada a infecção bacteriana),"Manifesta-se com sibilos, respiração rápida, tosse, falta de ar, dor torácica, expectoração."
Otite Média (associada a infecção viral),"Manifesta-se com sibilos, febre, tosse, expectoração."
Otite Média (pós-operatória),"Caracteriza-se por chiado no peito, febre, falta de ar, respiração rápida."
Otite Média (idiopática),"Acometido por expectoração, sibilos, chiado no peito, dor torácica, falta de ar, respiração rápida."
Otite Média (grave),"Acometido por sibilos, chiado no peito, dor torácica, expectoração, febre."
Otite Média (leve),"Sinais e sintomas: falta de ar, dor torácica, respiração rápida, tosse."
Otite Média (moderada),"Manifesta-se com falta de ar, expectoração, tosse, dor torácica, febre, chiado no peito."
Otite Média (focal),"Sinais e sintomas: dor torácica, chiado no peito, febre."
Otite Média (sistêmica),"Sinais e sintomas: sibilos, tosse, falta de ar."
Otite Média (exacerbada),"Inclui respiração rápida, expectoração, tosse, falta de ar."
Otite Média (controlada),"Caracteriza-se por dor torácica, sibilos, chiado no peito, respiração rápida, falta de ar, febre."
Otite Média (mal controlada),"Caracteriza-se por dor torácica, falta de ar, chiado no peito, sibilos, tosse, respiração rápida."
Otite Média (associada a imunossupressão),"Caracteriza-se por respiração rápida, chiado no peito, expectoração, febre, dor torácica, tosse."
Otite Média (associada a gestação),"Caracteriza-se por expectoração, sibilos, chiado no peito."
Otite Média (sem complicações),"Manifesta-se com tosse, expectoração, respiração rápida."
Otite Média (com complicações),"Sinais e sintomas: sibilos, tosse, dor torácica, falta de ar, respiração rápida, febre."
Conjuntivite (aguda),"Acometido por úlceras cutâneas, descamação, eritema."
Conjuntivite (crônica),"Manifesta-se com lesões na pele, úlceras cutâneas, secreção."
Conjuntivite (recorrente),"Caracteriza-se por prurido, lesões na pele, eritema."
Conjuntivite (complicada),"Acometido por descamação, lesões na pele, prurido, eritema, úlceras cutâneas, secreção."
Conjuntivite (associada a infecção bacteriana),"Caracteriza-se por descamação, eritema, úlceras cutâneas, lesões na pele, prurido."
Conjuntivite (associada a infecção viral),"Sinais e sintomas: lesões na pele, úlceras cutâneas, descamação, prurido, secreção."
Conjuntivite (pós-operatória),"Inclui prurido, descamação, lesões na pele."
Conjuntivite (idiopática),"Sinais e sintomas: secreção, lesões na pele, descamação, prurido, eritema."
Conjuntivite (grave),"Sinais e sintomas: descamação, úlceras cutâneas, lesões na pele, eritema, secreção, prurido."
Conjuntivite (leve),"Sinais e sintomas: lesões na pele, prurido, eritema, úlceras cutâneas, secreção, descamação."
Conjuntivite (moderada),"Acometido por lesões na pele, secreção, úlceras cutâneas, prurido, eritema."
Conjuntivite (focal),"Sinais e sintomas: secreção, lesões na pele, úlceras cutâneas, prurido, eritema."
Conjuntivite (sistêmica),"Inclui úlceras cutâneas, descamação, eritema, lesões na pele."
Conjuntivite (exacerbada),"Acometido por lesões na pele, prurido, secreção, eritema."
Conjuntivite (controlada),"Manifesta-se com descamação, prurido, lesões na pele."
Conjuntivite (mal controlada),"Caracteriza-se por descamação, secreção, prurido."
Conjuntivite (associada a imunossupressão),"Sinais e sintomas: úlceras cutâneas, eritema, lesões na pele."
Conjuntivite (associada a gestação),"Sinais e sintomas: secreção, descamação, eritema, úlceras cutâneas, prurido."
Conjuntivite (sem complicações),"Caracteriza-se por prurido, lesões na pele, descamação, secreção."
Conjuntivite (com complicações),"Caracteriza-se por prurido, eritema, lesões na pele, úlceras cutâneas, descamação, secreção."
Distúrbio De Ansiedade (aguda),"Caracteriza-se por ideação suicida, insônia, tristeza persistente, perda de interesse."
Distúrbio De Ansiedade (crônica),"Inclui perda de interesse, tristeza persistente, insônia, ideação suicida, ansiedade."
Distúrbio De Ansiedade (recorrente),"Inclui tristeza persistente, perda de interesse, ideação suicida, ansiedade, insônia."
Distúrbio De Ansiedade (complicada),"Sinais e sintomas: ideação suicida, perda de interesse, ansiedade, tristeza persistente."
Distúrbio De Ansiedade (associada a infecção bacteriana),"Sinais e sintomas: perda de interesse, ansiedade, insônia."
Distúrbio De Ansiedade (associada a infecção viral),"Acometido por insônia, perda de interesse, ideação suicida."
Distúrbio De Ansiedade (pós-operatória),"Acometido por insônia, perda de interesse, ideação suicida, ansiedade."
Distúrbio De Ansiedade (idiopática),"Manifesta-se com insônia, ideação suicida, perda de interesse, ansiedade."
Distúrbio De Ansiedade (grave),"Manifesta-se com perda de interesse, tristeza persistente, ansiedade, insônia."
Distúrbio De Ansiedade (leve),"Inclui tristeza persistente, perda de interesse, insônia, ansiedade."
Distúrbio De Ansiedade (moderada),"Caracteriza-se por ideação suicida, ansiedade, tristeza persistente, insônia, perda de interesse."
Distúrbio De Ansiedade (focal),"Sinais e sintomas: insônia, perda de interesse, tristeza persistente, ansiedade, ideação suicida."
Distúrbio De Ansiedade (sistêmica),"Sinais e sintomas: ansiedade, ideação suicida, perda de interesse, tristeza persistente, insônia."
Distúrbio De Ansiedade (exacerbada),"Caracteriza-se por ideação suicida, perda de interesse, insônia, ansiedade, tristeza persistente."
Distúrbio De Ansiedade (controlada),"Acometido por insônia, ideação suicida, tristeza persistente, ansiedade, perda de interesse."
Distúrbio De Ansiedade (mal controlada),"Inclui insônia, perda de interesse, ideação suicida, ansiedade, tristeza persistente."
Distúrbio De Ansiedade (associada a imunossupressão),"Caracteriza-se por perda de interesse, insônia, ideação suicida."
Distúrbio De Ansiedade (associada a gestação),"Acometido por tristeza persistente, ansiedade, ideação suicida, perda de interesse, insônia."
Distúrbio De Ansiedade (sem complicações),"Sinais e sintomas: perda de interesse, ideação suicida, ansiedade, tristeza persistente, insônia."
Distúrbio De Ansiedade (com complicações),"Acometido por insônia, tristeza persistente, perda de interesse, ideação suicida, ansiedade."
Depressão Maior (aguda),"Acometido por tristeza persistente, perda de interesse, insônia, ansiedade, ideação suicida."
Depressão Maior (crônica),"Sinais e sintomas: tristeza persistente, ideação suicida, perda de interesse, ansiedade, insônia."
Depressão Maior (recorrente),"Acometido por insônia, tristeza persistente, ansiedade, perda de interesse, ideação suicida."
Depressão Maior (complicada),"Sinais e sintomas: ansiedade, insônia, perda de interesse, tristeza persistente."
Depressão Maior (associada a infecção bacteriana),"Inclui ansiedade, insônia, perda de interesse, ideação suicida, tristeza persistente."
Depressão Maior (associada a infecção viral),"Caracteriza-se por insônia, ideação suicida, ansiedade."
Depressão Maior (pós-operatória),"Caracteriza-se por perda de interesse, ansiedade, ideação suicida, insônia, tristeza persistente."
Depressão Maior (idiopática),"Manifesta-se com ideação suicida, tristeza persistente, perda de interesse, insônia, ansiedade."
Depressão Maior (grave),"Sinais e sintomas: tristeza persistente, ideação suicida, insônia, ansiedade, perda de interesse."
Depressão Maior (leve),"Manifesta-se com ideação suicida, insônia, perda de interesse."
Depressão Maior (moderada),"Sinais e sintomas: tristeza persistente, ideação suicida, insônia, perda de interesse, ansiedade."
Depressão Maior (focal),"Caracteriza-se por ideação suicida, perda de interesse, insônia."
Depressão Maior (sistêmica),"Inclui insônia, perda de interesse, ansiedade, tristeza persistente, ideação suicida."
Depressão Maior (exacerbada),"Inclui perda de interesse, ideação suicida, tristeza persistente, ansiedade, insônia."
Depressão Maior (controlada),"Caracteriza-se por tristeza persistente, ideação suicida, perda de interesse, ansiedade, insônia."
Depressão Maior (mal controlada),"Caracteriza-se por ideação suicida, insônia, perda de interesse, ansiedade."
Depressão Maior (associada a imunossupressão),"Acometido por ideação suicida, ansiedade, tristeza persistente, insônia, perda de interesse."
Depressão Maior (associada a gestação),"Sinais e sintomas: tristeza persistente, ideação suicida, perda de interesse."
Depressão Maior (sem complicações),"Caracteriza-se por insônia, ideação suicida, tristeza persistente."
Depressão Maior (com complicações),"Acometido por ansiedade, perda de interesse, ideação suicida, tristeza persistente, insônia."
Transtorno Bipolar (aguda),"Manifesta-se com perda de interesse, tristeza persistente, ansiedade, ideação suicida."
Transtorno Bipolar (crônica),"Caracteriza-se por tristeza persistente, perda de interesse, ansiedade, insônia, ideação suicida."
Transtorno Bipolar (recorrente),"Sinais e sintomas: tristeza persistente, ansiedade, insônia."
Transtorno Bipolar (complicada),"Manifesta-se com ansiedade, ideação suicida, tristeza persistente."
Transtorno Bipolar (associada a infecção bacteriana),"Sinais e sintomas: insônia, perda de interesse, tristeza persistente, ideação suicida, ansiedade."
Transtorno Bipolar (associada a infecção viral),"Manifesta-se com insônia, tristeza persistente, ansiedade, perda de interesse, ideação suicida."
Transtorno Bipolar (pós-operatória),"Manifesta-se com tristeza persistente, insônia, ansiedade, perda de interesse, ideação suicida."
Transtorno Bipolar (idiopática),"Acometido por tristeza persistente, perda de interesse, ansiedade, ideação suicida."
Transtorno Bipolar (grave),"Sinais e sintomas: ansiedade, ideação suicida, tristeza persistente."
Transtorno Bipolar (leve),"Inclui ideação suicida, ansiedade, tristeza persistente, perda de interesse."
Transtorno Bipolar (moderada),"Caracteriza-se por insônia, ideação suicida, perda de interesse, ansiedade."
Transtorno Bipolar (focal),"Acometido por ansiedade, ideação suicida, insônia, tristeza persistente."
Transtorno Bipolar (sistêmica),"Manifesta-se com tristeza persistente, perda de interesse, ideação suicida, ansiedade."
Transtorno Bipolar (exacerbada),"Inclui ideação suicida, insônia, tristeza persistente, perda de interesse, ansiedade."
Transtorno Bipolar (controlada),"Sinais e sintomas: ansiedade, perda de interesse, tristeza persistente."
Transtorno Bipolar (mal controlada),"Caracteriza-se por ansiedade, tristeza persistente, perda de interesse, ideação suicida."
Transtorno Bipolar (associada a imunossupressão),"Sinais e sintomas: tristeza persistente, ideação suicida, ansiedade, insônia, perda de interesse."
Transtorno Bipolar (associada a gestação),"Manifesta-se com ideação suicida, tristeza persistente, ansiedade, insônia."
Transtorno Bipolar (sem complicações),"Manifesta-se com insônia, ideação suicida, perda de interesse, tristeza persistente."
Transtorno Bipolar (com complicações),"Caracteriza-se por ansiedade, ideação suicida, insônia, tristeza persistente."
Esquizofrenia (aguda),"Sinais e sintomas: tristeza persistente, perda de interesse, ansiedade."
Esquizofrenia (crônica),"Acometido por ansiedade, insônia, tristeza persistente, ideação suicida."
Esquizofrenia (recorrente),"Sinais e sintomas: ansiedade, insônia, ideação suicida, perda de interesse, tristeza persistente."
Esquizofrenia (complicada),"Inclui tristeza persistente, ansiedade, ideação suicida, insônia, perda de interesse."
Esquizofrenia (associada a infecção bacteriana),"Manifesta-se com perda de interesse, insônia, tristeza persistente, ansiedade."
Esquizofrenia (associada a infecção viral),"Manifesta-se com ideação suicida, perda de interesse, ansiedade, tristeza persistente."
Esquizofrenia (pós-operatória),"Acometido por ideação suicida, perda de interesse, tristeza persistente, ansiedade, insônia."
Esquizofrenia (idiopática),"Acometido por insônia, perda de interesse, ideação suicida, ansiedade, tristeza persistente."
Esquizofrenia (grave),"Inclui tristeza persistente, insônia, ansiedade, ideação suicida, perda de interesse."
Esquizofrenia (leve),"Acometido por tristeza persistente, ideação suicida, insônia, ansiedade, perda de interesse."
Esquizofrenia (moderada),"Sinais e sintomas: perda de interesse, tristeza persistente, insônia, ideação suicida, ansiedade."
Esquizofrenia (focal),"Sinais e sintomas: ansiedade, tristeza persistente, perda de interesse, ideação suicida."
Esquizofrenia (sistêmica),"Sinais e sintomas: ideação suicida, tristeza persistente, insônia, ansiedade."
Esquizofrenia (exacerbada),"Sinais e sintomas: insônia, ansiedade, tristeza persistente, ideação suicida."
Esquizofrenia (controlada),"Inclui ideação suicida, perda de interesse, tristeza persistente, ansiedade."
Esquizofrenia (mal controlada),"Caracteriza-se por perda de interesse, ideação suicida, ansiedade, insônia, tristeza persistente."
Esquizofrenia (associada a imunossupressão),"Sinais e sintomas: tristeza persistente, insônia, perda de interesse."
Esquizofrenia (associada a gestação),"Caracteriza-se por ideação suicida, tristeza persistente, perda de interesse, ansiedade."
Esquizofrenia (sem complicações),"Manifesta-se com ansiedade, ideação suicida, perda de interesse, tristeza persistente, insônia."
Esquizofrenia (com complicações),"Acometido por ansiedade, insônia, tristeza persistente, perda de interesse."
Transtorno Do Sono (aguda),"Acometido por tristeza persistente, ansiedade, ideação suicida, perda de interesse, insônia."
Transtorno Do Sono (crônica),"Inclui tristeza persistente, insônia, perda de interesse."
Transtorno Do Sono (recorrente),"Caracteriza-se por ansiedade, perda de interesse, ideação suicida, tristeza persistente, insônia."
Transtorno Do Sono (complicada),"Manifesta-se com insônia, tristeza persistente, ansiedade, ideação suicida, perda de interesse."
Transtorno Do Sono (associada a infecção bacteriana),"Inclui perda de interesse, insônia, tristeza persistente, ideação suicida."
Transtorno Do Sono (associada a infecção viral),"Inclui ansiedade, perda de interesse, insônia, ideação suicida, tristeza persistente."
Transtorno Do Sono (pós-operatória),"Acometido por insônia, ideação suicida, perda de interesse, ansiedade, tristeza persistente."
Transtorno Do Sono (idiopática),"Manifesta-se com tristeza persistente, ideação suicida, insônia."
Transtorno Do Sono (grave),"Manifesta-se com ansiedade, perda de interesse, insônia, ideação suicida, tristeza persistente."
Transtorno Do Sono (leve),"Sinais e sintomas: ideação suicida, perda de interesse, tristeza persistente, insônia, ansiedade."
Transtorno Do Sono (moderada),"Sinais e sintomas: ansiedade, insônia, perda de interesse."
Transtorno Do Sono (focal),"Sinais e sintomas: tristeza persistente, insônia, perda de interesse, ansiedade, ideação suicida."
Transtorno Do Sono (sistêmica),"Inclui perda de interesse, ideação suicida, insônia."
Transtorno Do Sono (exacerbada),"Manifesta-se com tristeza persistente, insônia, ideação suicida, ansiedade."
Transtorno Do Sono (controlada),"Caracteriza-se por insônia, ideação suicida, perda de interesse, ansiedade, tristeza persistente."
Transtorno Do Sono (mal controlada),"Caracteriza-se por tristeza persistente, insônia, ansiedade, perda de interesse, ideação suicida."
Transtorno Do Sono (associada a imunossupressão),"Acometido por perda de interesse, insônia, tristeza persistente, ansiedade, ideação suicida."
Transtorno Do Sono (associada a gestação),"Manifesta-se com insônia, ideação suicida, tristeza persistente, perda de interesse."
Transtorno Do Sono (sem complicações),"Acometido por ansiedade, perda de interesse, tristeza persistente, ideação suicida, insônia."
Transtorno Do Sono (com complicações),"Inclui insônia, ansiedade, tristeza persistente, perda de interesse, ideação suicida."
Insônia (aguda),"Sinais e sintomas: ideação suicida, insônia, perda de interesse, tristeza persistente, ansiedade."
Insônia (crônica),"Acometido por tristeza persistente, ideação suicida, insônia, ansiedade."
Insônia (recorrente),"Inclui ideação suicida, insônia, ansiedade, tristeza persistente, perda de interesse."
Insônia (complicada),"Inclui insônia, ansiedade, perda de interesse."
Insônia (associada a infecção bacteriana),"Caracteriza-se por insônia, tristeza persistente, ansiedade, perda de interesse."
Insônia (associada a infecção viral),"Acometido por perda de interesse, ansiedade, tristeza persistente, insônia."
Insônia (pós-operatória),"Manifesta-se com ideação suicida, perda de interesse, ansiedade."
Insônia (idiopática),"Sinais e sintomas: perda de interesse, ansiedade, insônia, ideação suicida."
Insônia (grave),"Caracteriza-se por insônia, ideação suicida, ansiedade, perda de interesse, tristeza persistente."
Insônia (leve),"Inclui tristeza persistente, ansiedade, perda de interesse, ideação suicida, insônia."
Insônia (moderada),"Sinais e sintomas: ideação suicida, insônia, tristeza persistente, perda de interesse, ansiedade."
Insônia (focal),"Sinais e sintomas: insônia, tristeza persistente, ansiedade, ideação suicida, perda de interesse."
Insônia (sistêmica),"Manifesta-se com ansiedade, tristeza persistente, insônia."
Insônia (exacerbada),"Caracteriza-se por insônia, perda de interesse, ideação suicida."
Insônia (controlada),"Sinais e sintomas: tristeza persistente, insônia, perda de interesse, ansiedade, ideação suicida."
Insônia (mal controlada),"Sinais e sintomas: ansiedade, perda de interesse, tristeza persistente, ideação suicida, insônia."
Insônia (associada a imunossupressão),"Sinais e sintomas: ansiedade, perda de interesse, tristeza persistente, ideação suicida, insônia."
Insônia (associada a gestação),"Caracteriza-se por ideação suicida, tristeza persistente, perda de interesse, insônia, ansiedade."
Insônia (sem complicações),"Manifesta-se com ideação suicida, ansiedade, tristeza persistente, insônia."
Insônia (com complicações),"Manifesta-se com tristeza persistente, ideação suicida, ansiedade, insônia, perda de interesse."
Apneia Do Sono (aguda),"Acometido por urina turva, alteração no jato urinário, dor lombar, poliúria."
Apneia Do Sono (crônica),"Caracteriza-se por urina turva, hematúria, dor lombar, poliúria, alteração no jato urinário, oligúria."
Apneia Do Sono (recorrente),"Sinais e sintomas: oligúria, dor lombar, urina turva, alteração no jato urinário, poliúria."
Apneia Do Sono (complicada),"Acometido por poliúria, dor lombar, oligúria."
Apneia Do Sono (associada a infecção bacteriana),"Acometido por dor lombar, poliúria, oligúria, hematúria."
Apneia Do Sono (associada a infecção viral),"Caracteriza-se por dor lombar, poliúria, urina turva, oligúria, hematúria."
Apneia Do Sono (pós-operatória),"Sinais e sintomas: alteração no jato urinário, poliúria, oligúria, hematúria, dor lombar, urina turva."
Apneia Do Sono (idiopática),"Inclui hematúria, alteração no jato urinário, poliúria, oligúria."
Apneia Do Sono (grave),"Acometido por poliúria, dor lombar, urina turva."
Apneia Do Sono (leve),"Caracteriza-se por oligúria, alteração no jato urinário, poliúria, dor lombar, hematúria."
Apneia Do Sono (moderada),"Sinais e sintomas: poliúria, urina turva, hematúria, oligúria."
Apneia Do Sono (focal),"Caracteriza-se por dor lombar, poliúria, oligúria, alteração no jato urinário, hematúria, urina turva."
Apneia Do Sono (sistêmica),"Sinais e sintomas: alteração no jato urinário, hematúria, dor lombar, oligúria, poliúria, urina turva."
Apneia Do Sono (exacerbada),"Sinais e sintomas: oligúria, urina turva, hematúria."
Apneia Do Sono (controlada),"Manifesta-se com urina turva, alteração no jato urinário, hematúria, dor lombar, poliúria."
Apneia Do Sono (mal controlada),"Acometido por hematúria, dor lombar, oligúria, poliúria, alteração no jato urinário, urina turva."
Apneia Do Sono (associada a imunossupressão),"Sinais e sintomas: poliúria, hematúria, urina turva, alteração no jato urinário, oligúria, dor lombar."
Apneia Do Sono (associada a gestação),"Acometido por dor lombar, urina turva, alteração no jato urinário, poliúria."
Apneia Do Sono (sem complicações),"Caracteriza-se por dor lombar, urina turva, hematúria."
Apneia Do Sono (com complicações),"Sinais e sintomas: oligúria, hematúria, alteração no jato urinário."
Síndrome Das Pernas Inquietas (aguda),"Caracteriza-se por calafrios, febre, intensa fadiga."
Síndrome Das Pernas Inquietas (crônica),"Inclui febre, calafrios, intensa fadiga, linfadenopatia, suor noturno."
Síndrome Das Pernas Inquietas (recorrente),"Caracteriza-se por linfadenopatia, febre, suor noturno, mal-estar geral."
Síndrome Das Pernas Inquietas (complicada),"Inclui intensa fadiga, calafrios, suor noturno, mal-estar geral."
Síndrome Das Pernas Inquietas (associada a infecção bacteriana),"Sinais e sintomas: mal-estar geral, calafrios, suor noturno, linfadenopatia."
Síndrome Das Pernas Inquietas (associada a infecção viral),"Inclui linfadenopatia, suor noturno, intensa fadiga, mal-estar geral."
Síndrome Das Pernas Inquietas (pós-operatória),"Manifesta-se com intensa fadiga, suor noturno, calafrios, linfadenopatia, mal-estar geral, febre."
Síndrome Das Pernas Inquietas (idiopática),"Caracteriza-se por calafrios, linfadenopatia, febre, suor noturno, intensa fadiga, mal-estar geral."
Síndrome Das Pernas Inquietas (grave),"Caracteriza-se por calafrios, mal-estar geral, suor noturno."
Síndrome Das Pernas Inquietas (leve),"Inclui suor noturno, mal-estar geral, linfadenopatia, calafrios, intensa fadiga, febre."
Síndrome Das Pernas Inquietas (moderada),"Caracteriza-se por febre, mal-estar geral, intensa fadiga, linfadenopatia."
Síndrome Das Pernas Inquietas (focal),"Inclui intensa fadiga, linfadenopatia, febre."
Síndrome Das Pernas Inquietas (sistêmica),"Inclui intensa fadiga, calafrios, febre."
Síndrome Das Pernas Inquietas (exacerbada),"Sinais e sintomas: mal-estar geral, suor noturno, intensa fadiga, linfadenopatia, febre, calafrios."
Síndrome Das Pernas Inquietas (controlada),"Inclui calafrios, suor noturno, febre, mal-estar geral."
Síndrome Das Pernas Inquietas (mal controlada),"Inclui suor noturno, calafrios, linfadenopatia, mal-estar geral, febre."
Síndrome Das Pernas Inquietas (associada a imunossupressão),"Acometido por calafrios, suor noturno, febre, intensa fadiga, mal-estar geral, linfadenopatia."
Síndrome Das Pernas Inquietas (associada a gestação),"Sinais e sintomas: intensa fadiga, febre, calafrios."
Síndrome Das Pernas Inquietas (sem complicações),"Inclui mal-estar geral, calafrios, linfadenopatia, suor noturno, intensa fadiga."
Síndrome Das Pernas Inquietas (com complicações),"Sinais e sintomas: intensa fadiga, mal-estar geral, febre."
Obesidade (aguda),"Inclui tontura, dor torácica, palpitações, falta de ar ao esforço, edema de membros inferiores."
Obesidade (crônica),"Sinais e sintomas: falta de ar ao esforço, dor torácica, síncope."
Obesidade (recorrente),"Manifesta-se com edema de membros inferiores, dor torácica, falta de ar ao esforço, síncope."
Obesidade (complicada),"Sinais e sintomas: tontura, falta de ar ao esforço, síncope, palpitações, dor torácica, edema de membros inferiores."
Obesidade (associada a infecção bacteriana),"Sinais e sintomas: edema de membros inferiores, síncope, falta de ar ao esforço, dor torácica, palpitações."
Obesidade (associada a infecção viral),"Acometido por palpitações, tontura, edema de membros inferiores, síncope."
Obesidade (pós-operatória),"Inclui edema de membros inferiores, dor torácica, síncope, palpitações, falta de ar ao esforço."
Obesidade (idiopática),"Caracteriza-se por edema de membros inferiores, falta de ar ao esforço, palpitações, síncope, dor torácica, tontura."
Obesidade (grave),"Acometido por síncope, edema de membros inferiores, falta de ar ao esforço, palpitações, tontura, dor torácica."
Obesidade (leve),"Caracteriza-se por edema de membros inferiores, síncope, palpitações, tontura, dor torácica."
Obesidade (moderada),"Sinais e sintomas: falta de ar ao esforço, palpitações, tontura, edema de membros inferiores."
Obesidade (focal),"Manifesta-se com edema de membros inferiores, tontura, palpitações, síncope, dor torácica."
Obesidade (sistêmica),"Acometido por tontura, falta de ar ao esforço, síncope, dor torácica, edema de membros inferiores, palpitações."
Obesidade (exacerbada),"Manifesta-se com edema de membros inferiores, síncope, falta de ar ao esforço, dor torácica."
Obesidade (controlada),"Sinais e sintomas: síncope, falta de ar ao esforço, palpitações, edema de membros inferiores."
Obesidade (mal controlada),"Caracteriza-se por falta de ar ao esforço, palpitações, edema de membros inferiores, síncope, tontura, dor torácica."
Obesidade (associada a imunossupressão),"Inclui tontura, falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope, palpitações."
Obesidade (associada a gestação),"Acometido por dor torácica, tontura, edema de membros inferiores."
Obesidade (sem complicações),"Inclui edema de membros inferiores, palpitações, falta de ar ao esforço, síncope."
Obesidade (com complicações),"Acometido por falta de ar ao esforço, síncope, edema de membros inferiores, palpitações, dor torácica."
Síndrome De Cushing (aguda),"Caracteriza-se por falta de ar ao esforço, palpitações, edema de membros inferiores."
Síndrome De Cushing (crônica),"Caracteriza-se por falta de ar ao esforço, edema de membros inferiores, síncope."
Síndrome De Cushing (recorrente),"Inclui edema de membros inferiores, tontura, palpitações, dor torácica, falta de ar ao esforço, síncope."
Síndrome De Cushing (complicada),"Caracteriza-se por síncope, edema de membros inferiores, falta de ar ao esforço, palpitações."
Síndrome De Cushing (associada a infecção bacteriana),"Manifesta-se com síncope, falta de ar ao esforço, palpitações, edema de membros inferiores, dor torácica."
Síndrome De Cushing (associada a infecção viral),"Caracteriza-se por tontura, dor torácica, edema de membros inferiores, falta de ar ao esforço, síncope."
Síndrome De Cushing (pós-operatória),"Acometido por edema de membros inferiores, síncope, palpitações, dor torácica, tontura."
Síndrome De Cushing (idiopática),"Inclui tontura, falta de ar ao esforço, síncope."
Síndrome De Cushing (grave),"Manifesta-se com palpitações, tontura, falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope."
Síndrome De Cushing (leve),"Manifesta-se com dor torácica, palpitações, tontura, falta de ar ao esforço."
Síndrome De Cushing (moderada),"Acometido por dor torácica, tontura, síncope, falta de ar ao esforço, edema de membros inferiores."
Síndrome De Cushing (focal),"Sinais e sintomas: palpitações, falta de ar ao esforço, dor torácica."
Síndrome De Cushing (sistêmica),"Inclui síncope, palpitações, edema de membros inferiores, falta de ar ao esforço, tontura."
Síndrome De Cushing (exacerbada),"Acometido por tontura, edema de membros inferiores, síncope, palpitações, falta de ar ao esforço, dor torácica."
Síndrome De Cushing (controlada),"Manifesta-se com síncope, tontura, falta de ar ao esforço, dor torácica."
Síndrome De Cushing (mal controlada),"Caracteriza-se por falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope, tontura."
Síndrome De Cushing (associada a imunossupressão),"Caracteriza-se por tontura, dor torácica, palpitações, edema de membros inferiores."
Síndrome De Cushing (associada a gestação),"Sinais e sintomas: dor torácica, edema de membros inferiores, tontura."
Síndrome De Cushing (sem complicações),"Inclui falta de ar ao esforço, síncope, tontura, edema de membros inferiores."
Síndrome De Cushing (com complicações),"Inclui dor torácica, palpitações, falta de ar ao esforço."
Hipotireoidismo (aguda),"Manifesta-se com edema de membros inferiores, dor torácica, falta de ar ao esforço."
Hipotireoidismo (crônica),"Sinais e sintomas: dor torácica, edema de membros inferiores, síncope, palpitações."
Hipotireoidismo (recorrente),"Manifesta-se com palpitações, síncope, edema de membros inferiores, falta de ar ao esforço, tontura, dor torácica."
Hipotireoidismo (complicada),"Acometido por dor torácica, palpitações, falta de ar ao esforço."
Hipotireoidismo (associada a infecção bacteriana),"Caracteriza-se por edema de membros inferiores, dor torácica, falta de ar ao esforço, síncope."
Hipotireoidismo (associada a infecção viral),"Manifesta-se com palpitações, síncope, tontura, falta de ar ao esforço."
